product_id,product_name,category_id,supplier_id,unit_price,cost_price,brand,expiry_date,storage_condition,created_at,pack_info
3055,Health_Product_3055,2,3,148.57,72.98,HealthPlus,2029-08-21,Controlled,2024-02-19,Pack: 100 tabs / Strength: 50mg / Form: Tablet
3056,Health_Product_3056,7,2,122.11,65.63,VitalMeds,2029-04-23,Ambient,2024-12-29,Pack: 20g | Form: Bandage
3057,Health_Product_3057,7,1,23.35,10.49,LifeLine,2028-09-30,Ambient,2022-04-29,Pack: 90g | Form: Bandage
3058,Health_Product_3058,8,4,194.12,105.98,BioZen,2027-10-10,Controlled,2022-01-07,
3059,Health_Product_3059,2,1,102.51,69.35,LifeLine,2028-05-21,Controlled,2023-04-29,Pack: 100 tabs | Strength: 200mg | Form: Tablet
3060,Health_Product_3060,5,5,134.02,93.74,LifeLine,2028-11-19,Refrigerated,2022-02-18,Form: Device
3061,Health_Product_3061,4,2,283.86,109.91,LifeLine,2028-01-24,Refrigerated,2023-11-15,Pack: 20g
3062,Health_Product_3062,7,5,245.6,275.23,HealthPlus,2028-04-24,Ambient,2022-09-26,Form: Bandage / Pack: 100g
3063,Health_Product_3063,1,4,140.87,100.34,CuraMax,2028-11-06,Refrigerated,2023-10-16,Form: Tablet / Pack: 30 tabs / Strength: 500mg
3064,Health_Product_3064,1,4,38.83,17.48,PharmaCo,2029-11-18,Refrigerated,2023-07-04,Pack: 100 tabs | Strength: 25mg | Form: Tablet
3065,Health_Product_3065,5,4,10.14,6.15,PharmaCo,2027-03-22,Controlled,2025-09-13,Form: Device | Warranty: 12m
3066,Health_Product_3066,3,2,278.98,123.81,PharmaCo,2026-10-23,Controlled,2023-05-27,Pack: 100 caps / Strength: 500mg / Form: Capsule
3067,Health_Product_3067,9,5,260.1,125.33,PharmaCo,2027-08-12,Controlled,2024-02-05,Pack: 60 units | Form: Kit
3068,Health_Product_3068,1,5,155.28,65.34,HealthPlus,2028-03-27,Ambient,2022-01-13,Pack: 100 tabs | Strength: 200mg | Form: Tablet
3069,Health_Product_3069,8,1,45.08,56.1,BioZen,2026-09-23,Ambient,2025-07-01,Pack: 90g | Form: Cream
3070,Health_Product_3070,6,5,212.83,144.0,BioZen,2027-07-13,Refrigerated,2022-09-14,Pack: 100ml | Strength: 100mg/5ml | Form: Liquid
3071,Health_Product_3071,8,3,140.59,64.65,CuraMax,2027-08-21,Ambient,2024-06-07,Pack: 10g | Form: Cream
3072,Health_Product_3072,5,2,55.45,36.3,VitalMeds,2028-10-19,Controlled,2024-09-08,
3073,Health_Product_3073,9,3,82.31,39.72,PharmaCo,2028-09-07,Controlled,2022-03-11,
3074,Health_Product_3074,3,2,92.45,35.74,CuraMax,2026-12-29,Ambient,2024-08-08,Pack: 100 caps | Strength: 100mg | Form: Capsule
3075,Health_Product_3075,8,2,225.83,142.38,CuraMax,2026-01-04,Ambient,2023-07-04,Pack: 90g | Form: Cream
3076,Health_Product_3076,9,1,276.54,157.82,BioZen,2028-03-30,Ambient,2025-09-11,Pack: 60 units | Form: Kit
3077,Health_Product_3077,8,1,48.88,22.07,MediCare,2026-11-08,Ambient,2023-09-17,Pack: 60g | Form: Cream
3078,Health_Product_3078,6,2,44.02,19.53,MediCare,2029-05-30,Ambient,2023-07-23,Pack: 150ml / Form: Liquid / Strength: 650mg/5ml
3079,Health_Product_3079,8,3,278.08,197.71,VitalMeds,2027-03-26,Controlled,2023-05-15,Pack: 60g / Form: Cream
3080,Health_Product_3080,1,1,205.55,137.54,VitalMeds,2027-08-08,Refrigerated,2022-08-24,Pack: 100 tabs / Form: Tablet / Strength: 250mg
3081,Health_Product_3081,8,4,278.13,180.68,HealthPlus,2027-04-26,Controlled,2022-03-14,Pack: 100g | Form: Cream
3082,Health_Product_3082,6,2,282.19,112.13,HealthPlus,2028-01-13,Controlled,2025-08-20,Pack: 300ml / Strength: 200mg/5ml
3083,Health_Product_3083,3,5,237.27,303.32,VitalMeds,2026-10-16,Controlled,2025-11-12,Pack: 100 caps | Strength: 250mg | Form: Capsule
3084,Health_Product_3084,8,1,108.95,46.78,MediCare,2028-06-22,Controlled,2023-02-27,Pack: 30g / Form: Cream
3085,Health_Product_3085,7,2,272.08,193.62,MediCare,2026-03-09,Ambient,2021-12-16,Pack: 30g
3086,Health_Product_3086,2,5,85.65,31.63,CuraMax,2028-06-17,Ambient,2024-12-27,Pack: 90 tabs | Strength: 650mg | Form: Tablet
3087,Health_Product_3087,5,5,44.39,21.32,PharmaCo,2027-06-10,Refrigerated,2024-05-12,Form: Device | Warranty: 12m
3088,Health_Product_3088,5,1,30.08,15.3,BioZen,2027-05-21,Ambient,2025-04-23,Form: Device | Warranty: 6m
3089,Health_Product_3089,6,5,47.73,31.26,PharmaCo,2027-06-20,Refrigerated,2022-11-06,Strength: 200mg/5ml / Pack: 50ml / Form: Liquid
3090,Health_Product_3090,6,1,61.26,38.81,CuraMax,2029-06-08,Ambient,2024-01-01,
3091,Health_Product_3091,7,2,198.41,96.97,CuraMax,2028-06-29,Ambient,2022-10-25,Pack: 20g
3092,Health_Product_3092,8,5,44.58,24.93,VitalMeds,2026-06-07,Controlled,2024-04-16,Pack: 30g | Form: Cream
3093,Health_Product_3093,7,4,244.27,161.02,BioZen,2029-12-14,Refrigerated,2022-07-17,Pack: 90g
3094,Health_Product_3094,1,1,222.3,79.3,MediCare,2028-01-05,Ambient,2023-07-17,Pack: 30 tabs | Strength: 650mg | Form: Tablet
3095,Health_Product_3095,3,4,108.63,70.26,HealthPlus,2026-12-18,Controlled,2025-06-11,Strength: 50mg / Pack: 100 caps / Form: Capsule
3096,Health_Product_3096,3,1,215.26,150.76,PharmaCo,2026-10-20,Controlled,2025-02-26,Pack: 90 caps / Strength: 25mg / Form: Capsule
3097,Health_Product_3097,4,3,122.34,44.27,PharmaCo,2028-05-11,Controlled,2023-04-12,Pack: 20g | Form: Cream
3098,Health_Product_3098,2,1,251.09,92.12,VitalMeds,2026-07-27,Controlled,2022-07-27,
3099,Health_Product_3099,5,2,236.72,113.03,VitalMeds,2028-06-07,Ambient,2022-02-19,Form: Device
3100,Health_Product_3100,2,2,134.0,51.25,BioZen,2029-08-22,Controlled,2021-11-24,Pack: 20 tabs | Strength: 200mg | Form: Tablet
3101,Health_Product_3101,2,4,275.72,145.4,LifeLine,2029-02-13,Controlled,2025-06-01,Pack: 30 tabs | Strength: 100mg | Form: Tablet
3102,Health_Product_3102,9,3,209.68,129.92,LifeLine,2029-12-31,Controlled,2022-08-26,Pack: 90 units | Form: Kit
3103,Health_Product_3103,2,2,148.45,83.1,PharmaCo,2026-10-13,Refrigerated,2023-06-18,Pack: 30 tabs | Strength: 25mg | Form: Tablet
3104,Health_Product_3104,1,4,47.97,20.28,PharmaCo,2027-02-18,Controlled,2023-09-04,Pack: 90 tabs | Strength: 50mg | Form: Tablet
3105,Health_Product_3105,2,5,103.94,130.62,LifeLine,2026-09-30,Refrigerated,2023-04-08,Pack: 30 tabs | Strength: 50mg | Form: Tablet
3106,Health_Product_3106,9,4,163.86,98.87,VitalMeds,2027-09-15,Refrigerated,2022-09-21,Pack: 100 units | Form: Kit
3107,Health_Product_3107,7,1,116.51,145.46,VitalMeds,2026-09-26,Ambient,2023-08-11,Pack: 100g / Form: Bandage
3108,Health_Product_3108,5,4,100.7,40.71,CuraMax,2028-03-11,Refrigerated,2024-07-04,Form: Device / Warranty: 12m
3109,Health_Product_3109,9,4,273.51,165.79,CuraMax,2027-04-17,Controlled,2022-10-29,Pack: 30 units
3110,Health_Product_3110,6,3,272.03,186.95,HealthPlus,2029-07-10,Controlled,2022-10-22,Pack: 150ml | Strength: 650mg/5ml | Form: Liquid
3111,Health_Product_3111,2,4,288.42,154.47,BioZen,2026-09-16,Refrigerated,2023-09-28,Pack: 100 tabs | Strength: 50mg | Form: Tablet
3112,Health_Product_3112,8,3,101.23,48.98,CuraMax,2028-04-01,Controlled,2024-10-24,Pack: 100g / Form: Cream
3113,Health_Product_3113,1,2,24.26,10.02,HealthPlus,2029-01-05,Ambient,2025-04-22,Pack: 90 tabs | Strength: 500mg | Form: Tablet
3114,Health_Product_3114,9,2,155.46,104.27,HealthPlus,2028-03-24,Ambient,2022-03-16,
3115,Health_Product_3115,6,2,258.79,128.33,PharmaCo,2026-09-25,Refrigerated,2025-05-30,Pack: 150ml | Strength: 650mg/5ml | Form: Liquid
3116,Health_Product_3116,1,4,244.28,169.09,MediCare,2027-04-30,Refrigerated,2025-10-27,Pack: 30 tabs | Strength: 200mg | Form: Tablet
3117,Health_Product_3117,9,3,37.05,24.59,CuraMax,2029-05-18,Ambient,2023-01-06,Pack: 10 units
3118,Health_Product_3118,8,1,247.64,121.18,MediCare,2027-12-29,Refrigerated,2024-07-14,Pack: 100g | Form: Cream
3119,Health_Product_3119,6,1,147.92,83.18,CuraMax,2027-10-19,Refrigerated,2023-05-21,Pack: 450ml | Strength: 50mg/5ml | Form: Liquid
3120,Health_Product_3120,9,5,91.56,32.97,MediCare,2028-05-31,Refrigerated,2024-04-10,Pack: 20 units | Form: Kit
3121,Health_Product_3121,2,2,126.17,56.45,PharmaCo,2029-05-23,Controlled,2022-02-17,Strength: 50mg / Form: Tablet / Pack: 20 tabs
3122,Health_Product_3122,9,1,207.43,127.11,HealthPlus,2029-02-27,Refrigerated,2024-03-27,
3123,Health_Product_3123,1,5,126.19,75.82,BioZen,2028-05-07,Refrigerated,2022-02-07,Pack: 90 tabs | Strength: 250mg | Form: Tablet
3124,Health_Product_3124,7,3,203.66,97.91,PharmaCo,2028-05-05,Refrigerated,2024-12-07,Pack: 60g | Form: Bandage
3125,Health_Product_3125,4,3,6.16,4.0,MediCare,2028-06-28,Controlled,2025-04-17,Pack: 20g | Form: Cream
3126,Health_Product_3126,4,3,66.37,29.02,BioZen,2027-04-01,Ambient,2023-11-10,Pack: 20g | Form: Cream
3127,Health_Product_3127,7,5,54.11,28.17,MediCare,2028-04-01,Refrigerated,2022-11-06,Pack: 100g | Form: Bandage
3128,Health_Product_3128,3,2,195.63,102.67,LifeLine,2026-10-25,Ambient,2025-10-29,
3129,Health_Product_3129,6,5,25.28,12.04,PharmaCo,2028-09-26,Ambient,2024-07-16,Pack: 300ml | Strength: 50mg/5ml | Form: Liquid
3130,Health_Product_3130,5,3,178.12,125.26,PharmaCo,2028-09-23,Ambient,2023-10-11,Form: Device | Warranty: 24m
3131,Health_Product_3131,3,5,279.22,169.7,PharmaCo,2026-11-20,Controlled,2023-07-02,Pack: 90 caps | Strength: 500mg | Form: Capsule
3132,Health_Product_3132,7,5,262.69,144.35,MediCare,2029-01-19,Refrigerated,2022-07-18,Pack: 90g | Form: Bandage
3133,Health_Product_3133,9,5,44.58,24.02,BioZen,2027-04-24,Ambient,2025-02-02,Pack: 90 units | Form: Kit
3134,Health_Product_3134,9,1,74.59,30.5,MediCare,2026-10-11,Refrigerated,2024-09-09,Pack: 100 units | Form: Kit
3135,Health_Product_3135,8,1,219.84,107.22,PharmaCo,2029-12-03,Refrigerated,2025-06-29,Pack: 60g | Form: Cream
3136,Health_Product_3136,7,3,248.29,148.71,VitalMeds,2029-11-18,Ambient,2024-10-03,Pack: 20g / Form: Bandage
3137,Health_Product_3137,4,5,148.61,102.85,MediCare,2026-04-17,Ambient,2024-10-01,Pack: 60g | Form: Cream
3138,Health_Product_3138,5,5,123.94,80.82,PharmaCo,2027-06-09,Ambient,2024-04-19,Form: Device | Warranty: 24m
3139,Health_Product_3139,2,2,174.85,80.63,VitalMeds,2026-09-25,Refrigerated,2025-05-02,Pack: 10 tabs / Strength: 50mg
3140,Health_Product_3140,7,1,171.49,87.56,HealthPlus,2026-04-15,Refrigerated,2025-09-01,Pack: 20g | Form: Bandage
3141,Health_Product_3141,4,3,233.43,88.86,BioZen,2026-04-19,Controlled,2025-07-12,Pack: 100g / Form: Cream
3142,Health_Product_3142,9,1,74.54,28.91,LifeLine,2026-04-18,Ambient,2025-10-31,Pack: 30 units / Form: Kit
3143,Health_Product_3143,4,4,248.95,130.45,LifeLine,2027-06-29,Controlled,2024-11-01,Pack: 30g | Form: Cream
3144,Health_Product_3144,7,4,218.86,119.54,LifeLine,2028-09-10,Refrigerated,2025-11-11,Pack: 20g / Form: Bandage
3145,Health_Product_3145,9,3,102.13,45.72,HealthPlus,2029-01-08,Ambient,2024-11-24,Pack: 60 units / Form: Kit
3146,Health_Product_3146,9,1,215.67,126.78,PharmaCo,2026-10-31,Controlled,2024-01-01,Pack: 30 units | Form: Kit
3147,Health_Product_3147,9,1,222.37,135.7,VitalMeds,2026-06-21,Ambient,2023-04-01,Pack: 10 units | Form: Kit
3148,Health_Product_3148,3,2,16.32,7.52,LifeLine,2027-02-19,Refrigerated,2022-12-13,Strength: 200mg / Pack: 90 caps
3149,Health_Product_3149,1,2,44.23,27.89,CuraMax,2029-09-02,Refrigerated,2022-04-07,Pack: 10 tabs | Strength: 650mg | Form: Tablet
3150,Health_Product_3150,9,5,217.6,92.71,BioZen,2027-09-06,Controlled,2022-11-28,Pack: 60 units / Form: Kit
3151,Health_Product_3151,3,2,152.27,83.96,PharmaCo,2026-11-11,Ambient,2022-09-24,Pack: 30 caps | Strength: 100mg | Form: Capsule
3152,Health_Product_3152,9,3,208.28,134.88,LifeLine,2029-11-12,Controlled,2025-01-11,
3153,Health_Product_3153,7,4,118.25,124.74,HealthPlus,2026-12-14,Refrigerated,2023-09-12,Pack: 90g
3154,Health_Product_3154,3,3,258.98,324.09,HealthPlus,2026-12-14,Refrigerated,2025-05-22,Pack: 60 caps / Strength: 50mg
3155,Health_Product_3155,3,1,170.76,63.46,VitalMeds,2026-09-23,Refrigerated,2025-11-22,Pack: 90 caps | Strength: 200mg | Form: Capsule
3156,Health_Product_3156,1,1,295.23,167.6,CuraMax,2027-04-06,Controlled,2022-05-27,Pack: 100 tabs | Strength: 50mg | Form: Tablet
3157,Health_Product_3157,1,3,195.54,235.59,MediCare,2026-10-01,Refrigerated,2021-11-26,Pack: 90 tabs | Strength: 100mg | Form: Tablet
3158,Health_Product_3158,2,4,83.07,49.37,PharmaCo,2028-03-31,Refrigerated,2023-07-06,Pack: 90 tabs | Strength: 25mg | Form: Tablet
3159,Health_Product_3159,6,2,138.56,91.22,MediCare,2026-09-05,Refrigerated,2022-04-30,Pack: 50ml | Strength: 25mg/5ml | Form: Liquid
3160,Health_Product_3160,9,1,283.4,175.3,HealthPlus,2028-09-24,Refrigerated,2022-04-12,
3161,Health_Product_3161,7,5,106.77,68.59,MediCare,2027-10-14,Controlled,2024-12-19,Pack: 100g
3162,Health_Product_3162,5,3,92.24,42.14,CuraMax,2026-09-24,Ambient,2023-07-15,Form: Device | Warranty: 12m
3163,Health_Product_3163,3,3,184.56,91.06,LifeLine,2029-03-27,Controlled,2023-11-13,Pack: 10 caps | Strength: 250mg | Form: Capsule
3164,Health_Product_3164,6,3,137.29,79.89,HealthPlus,2026-08-13,Ambient,2022-01-15,Pack: 500ml | Strength: 200mg/5ml | Form: Liquid
3165,Health_Product_3165,9,4,143.86,79.81,VitalMeds,2029-10-24,Ambient,2022-09-15,Pack: 20 units / Form: Kit
3166,Health_Product_3166,6,3,299.16,211.09,CuraMax,2027-09-14,Ambient,2025-07-20,Pack: 50ml | Strength: 650mg/5ml | Form: Liquid
3167,Health_Product_3167,3,1,78.47,32.89,LifeLine,2027-02-27,Ambient,2023-10-01,Pack: 90 caps / Strength: 100mg / Form: Capsule
3168,Health_Product_3168,8,3,64.23,30.83,LifeLine,2028-05-09,Controlled,2023-06-18,Pack: 60g | Form: Cream
3169,Health_Product_3169,4,2,12.14,12.75,PharmaCo,2027-01-02,Refrigerated,2024-02-29,Pack: 90g | Form: Cream
3170,Health_Product_3170,3,2,53.5,35.91,LifeLine,2026-09-19,Controlled,2022-01-19,Pack: 100 caps | Strength: 250mg | Form: Capsule
3171,Health_Product_3171,3,3,171.62,119.08,LifeLine,2028-03-19,Controlled,2022-09-14,Form: Capsule / Pack: 10 caps / Strength: 200mg
3172,Health_Product_3172,8,1,191.61,90.89,MediCare,2027-01-01,Ambient,2021-12-05,Pack: 90g | Form: Cream
3173,Health_Product_3173,5,2,49.14,18.42,PharmaCo,2028-02-10,Ambient,2024-08-10,Form: Device / Warranty: 6m
3174,Health_Product_3174,1,3,32.06,16.22,VitalMeds,2028-01-18,Controlled,2024-07-08,Pack: 100 tabs | Strength: 500mg | Form: Tablet
3175,Health_Product_3175,4,1,280.19,138.95,VitalMeds,2026-10-03,Ambient,2022-11-20,Pack: 90g | Form: Cream
3176,Health_Product_3176,5,3,145.57,104.08,HealthPlus,2029-12-04,Ambient,2025-06-04,Form: Device | Warranty: 6m
3177,Health_Product_3177,6,4,220.44,112.31,LifeLine,2029-11-28,Controlled,2022-06-13,Strength: 25mg/5ml / Pack: 500ml
3178,Health_Product_3178,4,3,125.31,58.03,VitalMeds,2028-05-18,Ambient,2024-11-02,Pack: 20g | Form: Cream
3179,Health_Product_3179,3,5,50.14,24.33,VitalMeds,2026-10-10,Controlled,2022-03-03,Pack: 90 caps | Strength: 650mg | Form: Capsule
3180,Health_Product_3180,4,2,289.25,143.72,PharmaCo,2026-10-23,Controlled,2022-04-19,
3181,Health_Product_3181,7,1,263.21,172.13,VitalMeds,2025-12-17,Ambient,2025-05-11,Pack: 60g | Form: Bandage
3182,Health_Product_3182,6,4,206.56,78.49,LifeLine,2029-01-26,Controlled,2021-11-26,Pack: 50ml / Strength: 250mg/5ml
3183,Health_Product_3183,4,5,103.83,48.5,MediCare,2026-09-14,Controlled,2024-04-22,Pack: 100g | Form: Cream
3184,Health_Product_3184,6,5,267.77,189.46,HealthPlus,2027-10-14,Refrigerated,2024-11-21,Strength: 25mg/5ml / Pack: 300ml
3185,Health_Product_3185,7,5,72.66,29.55,PharmaCo,2027-06-21,Refrigerated,2023-06-11,Pack: 20g / Form: Bandage
3186,Health_Product_3186,4,2,46.25,28.9,PharmaCo,2028-10-01,Controlled,2024-10-17,Pack: 60g | Form: Cream
3187,Health_Product_3187,8,2,192.28,92.65,PharmaCo,2026-09-06,Refrigerated,2023-06-30,Pack: 100g
3188,Health_Product_3188,2,4,148.25,83.8,HealthPlus,2028-10-17,Controlled,2022-01-21,Pack: 20 tabs | Strength: 100mg | Form: Tablet
3189,Health_Product_3189,3,4,286.4,110.79,HealthPlus,2026-12-08,Controlled,2023-05-20,Pack: 60 caps / Strength: 250mg / Form: Capsule
3190,Health_Product_3190,3,3,16.09,7.46,MediCare,2026-09-15,Ambient,2025-01-02,Pack: 20 caps | Strength: 100mg | Form: Capsule
3191,Health_Product_3191,2,2,20.35,10.89,HealthPlus,2029-11-10,Ambient,2022-11-23,Pack: 30 tabs | Strength: 100mg | Form: Tablet
3192,Health_Product_3192,7,3,169.71,73.95,PharmaCo,2028-04-30,Refrigerated,2025-01-19,Pack: 90g | Form: Bandage
3193,Health_Product_3193,3,5,226.74,124.82,LifeLine,2026-11-06,Controlled,2022-10-12,Pack: 60 caps | Strength: 500mg | Form: Capsule
3194,Health_Product_3194,2,4,272.54,117.55,LifeLine,2028-10-31,Ambient,2023-10-04,Pack: 100 tabs | Strength: 500mg | Form: Tablet
3195,Health_Product_3195,7,5,33.32,19.68,CuraMax,2026-12-29,Refrigerated,2022-01-12,Pack: 10g
3196,Health_Product_3196,7,5,7.78,9.87,BioZen,2026-09-15,Refrigerated,2025-05-24,Pack: 90g / Form: Bandage
3197,Health_Product_3197,4,4,106.26,40.55,CuraMax,2029-03-26,Controlled,2024-09-19,Form: Cream / Pack: 30g
3198,Health_Product_3198,7,3,150.73,64.84,HealthPlus,2027-09-01,Refrigerated,2024-03-17,Pack: 60g / Form: Bandage
3199,Health_Product_3199,2,2,54.83,36.32,HealthPlus,2026-02-24,Controlled,2023-11-08,Pack: 20 tabs / Strength: 250mg
3200,Health_Product_3200,4,2,83.88,48.96,PharmaCo,2028-05-17,Refrigerated,2023-12-15,Pack: 30g | Form: Cream
3201,Health_Product_3201,1,5,119.11,45.16,CuraMax,2029-04-09,Ambient,2022-04-22,Pack: 30 tabs / Strength: 500mg
3202,Health_Product_3202,3,3,56.98,30.2,MediCare,2026-10-19,Refrigerated,2024-05-03,Pack: 30 caps | Strength: 25mg | Form: Capsule
3203,Health_Product_3203,9,2,211.08,90.26,HealthPlus,2027-01-19,Refrigerated,2025-08-31,Pack: 60 units | Form: Kit
3204,Health_Product_3204,6,5,204.7,86.72,HealthPlus,2027-01-22,Refrigerated,2024-12-18,
3205,Health_Product_3205,4,1,164.78,115.02,VitalMeds,2029-05-29,Refrigerated,2025-05-02,Pack: 10g | Form: Cream
3206,Health_Product_3206,7,2,55.09,34.8,BioZen,2028-01-27,Ambient,2022-09-13,Pack: 60g / Form: Bandage
3207,Health_Product_3207,7,2,208.68,126.8,LifeLine,2029-06-28,Ambient,2022-07-05,
3208,Health_Product_3208,4,1,243.36,106.69,LifeLine,2026-01-01,Ambient,2024-10-20,Pack: 90g
3209,Health_Product_3209,2,2,117.05,46.1,LifeLine,2029-05-13,Ambient,2025-05-23,Pack: 10 tabs / Strength: 500mg / Form: Tablet
3210,Health_Product_3210,3,1,179.13,120.41,BioZen,2026-09-23,Ambient,2023-11-23,Pack: 90 caps / Strength: 250mg / Form: Capsule
3211,Health_Product_3211,8,3,157.98,55.64,BioZen,2029-11-21,Refrigerated,2021-12-02,Pack: 10g | Form: Cream
3212,Health_Product_3212,8,1,213.17,105.22,HealthPlus,2029-10-24,Controlled,2023-08-12,Pack: 10g | Form: Cream
3213,Health_Product_3213,2,2,48.37,21.9,VitalMeds,2027-07-06,Ambient,2024-11-27,Pack: 20 tabs | Strength: 50mg | Form: Tablet
3214,Health_Product_3214,4,3,228.52,128.21,BioZen,2029-01-08,Ambient,2024-11-20,Pack: 10g / Form: Cream
3215,Health_Product_3215,4,1,231.0,102.26,MediCare,2027-02-27,Refrigerated,2025-01-13,
3216,Health_Product_3216,8,3,118.25,55.0,CuraMax,2028-10-16,Refrigerated,2022-11-20,Pack: 30g | Form: Cream
3217,Health_Product_3217,1,5,193.82,128.8,PharmaCo,2026-02-26,Controlled,2022-07-25,Pack: 60 tabs / Strength: 25mg / Form: Tablet
3218,Health_Product_3218,7,2,272.02,155.92,BioZen,2026-07-01,Ambient,2022-04-19,Pack: 100g / Form: Bandage
3219,Health_Product_3219,3,4,203.26,82.1,LifeLine,2028-12-31,Controlled,2022-12-03,Pack: 90 caps / Form: Capsule / Strength: 200mg
3220,Health_Product_3220,3,2,221.1,250.08,MediCare,2026-12-10,Controlled,2022-02-21,Pack: 60 caps / Strength: 100mg
3221,Health_Product_3221,6,3,156.24,66.68,PharmaCo,2029-12-15,Refrigerated,2022-06-17,Pack: 500ml | Strength: 50mg/5ml | Form: Liquid
3222,Health_Product_3222,2,2,100.83,51.44,BioZen,2026-01-30,Refrigerated,2025-04-30,Pack: 20 tabs / Strength: 25mg
3223,Health_Product_3223,8,3,162.99,96.04,VitalMeds,2029-01-06,Ambient,2025-07-23,Pack: 100g | Form: Cream
3224,Health_Product_3224,3,1,192.18,86.6,CuraMax,2026-10-22,Ambient,2024-01-28,Pack: 60 caps | Strength: 650mg | Form: Capsule
3225,Health_Product_3225,7,1,16.69,8.21,CuraMax,2029-05-18,Ambient,2024-01-20,Pack: 100g / Form: Bandage
3226,Health_Product_3226,7,2,52.47,32.62,BioZen,2027-07-16,Refrigerated,2024-02-25,
3227,Health_Product_3227,6,5,95.93,66.87,HealthPlus,2029-05-10,Refrigerated,2023-07-30,Pack: 100ml | Strength: 500mg/5ml | Form: Liquid
3228,Health_Product_3228,1,3,144.66,78.96,BioZen,2026-12-24,Controlled,2023-03-23,Pack: 90 tabs | Strength: 250mg | Form: Tablet
3229,Health_Product_3229,3,2,14.85,5.25,HealthPlus,2026-12-28,Ambient,2024-07-08,Pack: 30 caps / Strength: 650mg
3230,Health_Product_3230,4,1,21.51,10.22,HealthPlus,2026-03-15,Refrigerated,2024-05-07,
3231,Health_Product_3231,4,5,35.73,17.78,LifeLine,2029-03-13,Ambient,2023-01-24,Pack: 10g
3232,Health_Product_3232,5,2,230.99,109.83,LifeLine,2027-03-23,Refrigerated,2022-11-18,Form: Device / Warranty: 24m
3233,Health_Product_3233,2,3,200.67,102.63,LifeLine,2029-07-25,Ambient,2021-12-10,Pack: 60 tabs | Strength: 100mg | Form: Tablet
3234,Health_Product_3234,5,4,187.48,109.5,HealthPlus,2026-06-13,Ambient,2023-11-10,Form: Device
3235,Health_Product_3235,1,3,261.87,103.39,LifeLine,2029-08-25,Refrigerated,2022-08-02,Pack: 100 tabs / Strength: 500mg / Form: Tablet
3236,Health_Product_3236,6,3,173.53,78.24,CuraMax,2028-04-13,Ambient,2023-04-04,Pack: 500ml / Strength: 250mg/5ml
3237,Health_Product_3237,1,2,165.8,206.87,PharmaCo,2029-08-17,Ambient,2022-06-22,Pack: 60 tabs | Strength: 500mg | Form: Tablet
3238,Health_Product_3238,9,1,128.52,59.99,PharmaCo,2028-07-16,Controlled,2025-11-01,Pack: 90 units | Form: Kit
3239,Health_Product_3239,2,5,212.25,152.12,CuraMax,2027-10-14,Ambient,2022-03-30,Pack: 90 tabs | Strength: 250mg | Form: Tablet
3240,Health_Product_3240,7,1,109.21,55.66,PharmaCo,2029-08-04,Ambient,2023-11-14,Pack: 30g | Form: Bandage
3241,Health_Product_3241,4,4,288.91,194.1,LifeLine,2027-03-03,Refrigerated,2021-12-08,Pack: 60g | Form: Cream
3242,Health_Product_3242,7,5,63.88,43.55,VitalMeds,2028-04-25,Ambient,2024-11-09,Pack: 10g | Form: Bandage
3243,Health_Product_3243,7,5,50.81,33.5,LifeLine,2026-11-27,Ambient,2021-12-19,Pack: 90g / Form: Bandage
3244,Health_Product_3244,5,2,108.58,39.89,CuraMax,2029-08-05,Refrigerated,2024-11-19,Form: Device / Warranty: 6m
3245,Health_Product_3245,5,5,34.71,24.32,MediCare,2026-02-11,Ambient,2022-08-07,Form: Device | Warranty: 24m
3246,Health_Product_3246,5,1,63.47,25.24,MediCare,2029-04-05,Controlled,2023-11-28,Form: Device / Warranty: 6m
3247,Health_Product_3247,2,1,173.52,62.94,CuraMax,2027-01-18,Refrigerated,2023-01-27,Pack: 20 tabs | Strength: 200mg | Form: Tablet
3248,Health_Product_3248,1,5,164.73,82.91,HealthPlus,2027-07-15,Ambient,2023-09-16,Pack: 30 tabs / Strength: 500mg / Form: Tablet
3249,Health_Product_3249,3,5,171.19,72.24,VitalMeds,2026-09-18,Controlled,2025-10-24,Pack: 20 caps | Strength: 200mg | Form: Capsule
3250,Health_Product_3250,7,4,84.92,35.51,LifeLine,2029-02-15,Ambient,2022-12-24,Pack: 20g
3251,Health_Product_3251,6,4,57.11,26.07,MediCare,2028-05-08,Controlled,2023-10-26,Pack: 150ml | Strength: 650mg/5ml | Form: Liquid
3252,Health_Product_3252,1,4,283.92,125.47,CuraMax,2028-06-11,Ambient,2024-02-07,Pack: 30 tabs | Strength: 250mg | Form: Tablet
3253,Health_Product_3253,1,1,57.77,34.86,CuraMax,2026-07-25,Controlled,2025-03-05,Strength: 250mg / Form: Tablet / Pack: 30 tabs
3254,Health_Product_3254,2,2,218.41,91.54,LifeLine,2029-02-11,Controlled,2023-05-20,Pack: 20 tabs | Strength: 650mg | Form: Tablet
3255,Health_Product_3255,2,5,69.97,38.55,CuraMax,2028-12-17,Refrigerated,2024-01-11,Strength: 250mg / Pack: 20 tabs / Form: Tablet
3256,Health_Product_3256,7,2,76.64,54.8,VitalMeds,2029-03-11,Ambient,2022-01-05,Pack: 30g | Form: Bandage
3257,Health_Product_3257,6,1,239.56,122.17,PharmaCo,2028-11-16,Refrigerated,2021-12-23,Pack: 150ml | Strength: 650mg/5ml | Form: Liquid
